year,unit,gas,latitude,longitude,draw,value
511.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,648.821815921832
512.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,649.3305626260743
513.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,649.522641164514
514.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,649.9096588832525
515.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.2854153131452
516.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.6930293993606
517.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.0700973388517
518.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.3406378437862
519.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.7362500131127
520.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.1252525475957
521.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.4490918619526
522.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.9064538115196
523.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.2131676067809
524.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.6600099821314
525.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.9643646051654
526.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.4646877501456
527.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.7312028017384
528.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.9712499614755
529.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.2315327798397
530.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.5084970224627
531.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.8043753198062
532.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1838056278732
533.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4807313794281
534.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.8878551343216
535.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.2153129226546
536.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.4872013135584
537.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.762426568114
538.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.0214059268769
539.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.2632136080151
540.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.5064332798086
541.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.7963069944885
542.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.1194466349398
543.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.3204235867458
544.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.4968211516841
545.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7273418793778
546.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.9924883385825
547.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.2284090679467
548.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.4108723369238
549.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.7463067540916
550.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.9811442129101
551.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.3040040553597
552.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.5450794272653
553.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.7509281651135
554.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.9014095386501
555.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.2573571918208
556.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.4290914395814
557.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.6733734177502
558.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.8823924894518
559.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.1408221969532
560.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.3733032972864
561.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.6884641413237
562.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.8952618210715
563.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.0908258739037
564.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.4168593683437
565.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.5254509616691
566.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.7343004011193
567.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.9409356045646
568.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.0288181728017
569.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.0909279095192
570.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.1766335521284
571.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.1538813253866
572.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.2485179986364
573.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.3120479658793
574.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.2922570490132
575.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.2895123690105
576.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.329266525363
577.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.2942393391219
578.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.1848346196039
579.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.2888338402527
580.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.2383348607245
581.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.0601928129295
582.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,665.01880281697
583.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.9102664208724
584.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.9279287118873
585.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.781754816633
586.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.7162478212581
587.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.502564626624
588.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.3800197371714
589.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.2698831946526
590.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.1754786843671
591.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.0919356656393
592.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,664.0023926361449
593.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.9731789748959
594.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.7679412955797
595.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.6098155193631
596.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.449784399174
597.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.3311574625828
598.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.2339522716935
599.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.0545578395551
600.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,663.0056689538428
601.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.9240887394009
602.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.8549917086168
603.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.731148156322
604.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.6562777928848
605.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.5071073638459
606.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.3998988555538
607.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.2585772829103
608.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,662.026230564139
609.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.865812482819
610.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.6047019102587
611.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.3986103562397
612.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.27100002096
613.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,661.0902802640799
614.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.8324014534653
615.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.65816442196
616.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,660.4080410814067
617.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.8952038697405
618.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.479263794276
619.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.8195438954347
620.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.313468044298
621.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.9425805221895
622.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.7753879056711
623.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.5252870975932
624.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.2124243853416
625.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9678693814153
626.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.7748970433599
627.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.6314449935178
628.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4891772748128
629.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1966265567779
630.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.9903112042698
631.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.7834169300648
632.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.7024540340017
633.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.546625635531
634.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.465500460157
635.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.3239996167297
636.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.2007888713676
637.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.0649179176967
638.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.9663978607559
639.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.914271074927
640.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.8115493744082
641.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.6733567765795
642.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.5187694608334
643.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.3905386274758
644.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.2569150195345
645.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,654.1047392349323
646.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.9952774201399
647.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.8519667041271
648.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.7440901408925
649.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.6297574068682
650.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.4760981288529
651.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.3324239695894
652.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.2463714016253
653.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.1539870549161
654.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.0570372090979
655.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.9099249535228
656.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.8037658260048
657.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.7009511337453
658.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.6003688707614
659.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.5033646336382
660.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.406728440969
661.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.2810422358993
662.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.2068051253793
663.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.1394868641582
664.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.0719605861324
665.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.9929061650397
666.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.9645711811602
667.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.9158780442926
668.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.8389272187559
669.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.6828126395101
670.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.5973462216626
671.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.5135418411768
672.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.4566621173717
673.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.3994938177561
674.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.328277815013
675.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.2693830263415
676.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.2041555008595
677.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.1826149655634
678.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.1346194753306
679.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.0871837457019
680.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.0261634716269
681.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.018308617856
682.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.987343240611
683.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9803256522591
684.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9397659498011
685.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9243881769081
686.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9316725913384
687.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9414973058232
688.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.95187875787
689.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9399144190329
690.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9102931239977
691.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9082550503676
692.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9274631692575
693.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9232290704463
694.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.9514654130704
695.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.0070720896649
696.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,650.996326826748
697.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.0319439277077
698.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.0740996393012
699.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.1632177936519
700.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.2559469407738
701.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.3314541749265
702.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.4092291023662
703.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.5286274503344
704.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.598535018981
705.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.7238763295347
706.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.8798988278577
707.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,651.9692589346189
708.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.1447579379353
709.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.4984430691499
710.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,652.7597846779587
711.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.2841876915896
712.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,653.7592331652615
713.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.0383406501151
714.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.6528119577637
715.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,655.9972587683536
716.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3114395436869
717.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.5437267151284
718.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.7046932049315
719.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9719918942557
720.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0179879765108
721.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0324956529266
722.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0320904526525
723.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0806100381301
724.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.113953382619
725.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.1338320245122
726.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0762929877908
727.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0394859509038
728.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0027012286002
729.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9522272494954
730.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9509083649644
731.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9630077509414
732.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9828825295426
733.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9231872575288
734.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9626106456869
735.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0076989022434
736.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9573582942494
737.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9375092757084
738.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9428491567644
739.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.9702319227795
740.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0305203890127
741.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0846269991416
742.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0625167297926
743.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.055423157422
744.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.1354616022265
745.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.1916002493422
746.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.2388298621333
747.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.2775441216909
748.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.3210329277947
749.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.4206249436077
750.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.5168594074453
751.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.5760209209177
752.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.6479678937967
753.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.7260262462963
754.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.8029089200257
755.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.880733960671
756.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.9339911895561
757.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.964060977142
758.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.0418439728128
759.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.099927551099
760.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.1584274247748
761.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.2296850356488
762.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.2860863081958
763.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.3235089814079
764.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.388899294845
765.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.4447873000959
766.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.4858708371348
767.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.529124297524
768.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.595710148426
769.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.6515815373441
770.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.7036756594005
771.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.7720975929678
772.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.8432865791652
773.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.8703787914035
774.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.9015512391143
775.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.9511447610471
776.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.0127645311075
777.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.0657191048479
778.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.1181205337361
779.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.174218846235
780.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.2204526202377
781.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.2704185894082
782.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.3170345977901
783.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.3672581982814
784.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.4206876508651
785.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.4728855424542
786.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.5104968346322
787.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.541775284508
788.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.583864951506
789.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.6142576646723
790.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.6494134761435
791.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.6804477839771
792.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7105737067187
793.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7397955034445
794.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7542005325271
795.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7744580591063
796.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7929022637097
797.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.8246628865464
798.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.8521285799709
799.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.8563318693931
800.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.8077440999396
801.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.802709663262
802.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.7061075766475
803.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.6480508141533
804.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.56991466912
805.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.5254126127704
806.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.4812417371254
807.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.4772025027951
808.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.451893863735
809.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.4058113289775
810.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.1870706260455
811.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,659.1319041096478
812.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.905399042714
813.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.6101101369854
814.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.5085699970141
815.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.4152741237057
816.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.4103711604598
817.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,658.172412972674
818.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.8152283705128
819.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.5470220022423
820.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.3847855275607
821.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.2885891225635
822.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.1446330440078
823.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0731315356077
824.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,657.0325198280686
825.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.8706247924399
826.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.8101445813152
827.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.6528123983339
828.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.5412161587051
829.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4703034075019
830.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4554775713693
831.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3800687330006
832.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3510828051762
833.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2998959475315
834.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.288920432086
835.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2872399057389
836.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2211414388324
837.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1961193611373
838.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1013315662592
839.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.0259085603177
840.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.062454684308
841.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1153438040507
842.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1814177622575
843.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1716235978947
844.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1841249239044
845.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1863266425455
846.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1807200510004
847.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2272814715466
848.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.216784780464
849.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2139072001439
850.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2229189261293
851.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2300313500044
852.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3155305007983
853.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3034885247521
854.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2867984523945
855.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2945751817651
856.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3705918290798
857.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3821787921005
858.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4191024185607
859.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4319704944934
860.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.439630081494
861.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4782922380097
862.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.5485208282486
863.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.4714747013652
864.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.3571407955942
865.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2682451388193
866.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2761111829077
867.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.2623001515781
868.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.1560474017044
869.0,ppb,ch4,-66.73333333333333,112.83333333333331,median,656.0351513661446
